기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,주야간명,제외여부,제외사유,1학년학급수(개),2학년학급수(개),3학년학급수(개),4학년학급수(개),5학년학급수(개),6학년학급수(개),특수학급수(개),순회학급수(개),합계사항
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,신성초등학교,,공립,,N,,2,3,3,2,3,3,1,1,18
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,신영초등학교,,공립,,N,,3,4,3,4,4,3,1,0,22
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,신풍초등학교,,공립,,N,,7,9,8,8,8,9,1,0,50
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,안룡초등학교,,공립,,N,,3,3,2,3,2,3,1,0,17
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,연무초등학교,,공립,,N,,2,3,2,2,2,3,1,0,15
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영덕초등학교,,공립,,N,,5,5,5,5,6,7,0,0,33
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영동초등학교,,공립,,N,,7,6,7,8,7,8,2,0,45
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영일초등학교,,공립,,N,,3,4,4,4,4,5,0,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영통초등학교,,공립,,N,,3,4,3,4,4,4,1,0,23
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,영화초등학교,,공립,,N,,3,5,4,4,4,4,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,오목초등학교,,공립,,N,,3,4,3,3,3,4,2,1,23
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,우만초등학교,,공립,,N,,2,2,2,2,2,2,2,0,14
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,원일초등학교,,공립,,N,,4,4,4,4,4,4,2,0,26
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,원천초등학교,,공립,,N,,4,4,4,4,4,5,1,0,26
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,율전초등학교,,공립,,N,,4,3,4,3,3,3,1,0,21
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,곡정초등학교,,공립,,N,,10,10,10,9,8,8,1,0,56
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,매여울초등학교,,공립,,N,,4,5,4,4,3,4,0,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,선행초등학교,,공립,,N,,5,6,4,5,4,4,1,0,29
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,효탑초등학교,,공립,,N,,3,3,3,3,3,3,1,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,서평초등학교,,공립,,N,,2,2,2,2,1,2,1,0,12
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,오현초등학교,,공립,,N,,5,5,4,4,4,4,1,0,27
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수일초등학교,,공립,,N,,2,2,2,2,3,2,1,0,14
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,입북초등학교,,공립,,N,,4,5,4,4,3,4,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,대선초등학교,,공립,,N,,8,9,7,7,6,6,1,0,44
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,수원매화초등학교,,공립,,N,,3,3,3,3,3,3,2,0,20
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,팔달초등학교,,공립,,N,,5,5,5,5,5,4,1,0,30
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영덕중학교,,공립,,N,,11,9,8,,,,1,1,30
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,영복여자중학교,,사립,,N,,6,6,6,,,,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,영신중학교,,사립,,N,,7,6,6,,,,0,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영일중학교,,공립,,N,,7,7,7,,,,0,0,21
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영통중학교,,공립,,N,,4,3,3,,,,1,0,11
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,원천중학교,,공립,,N,,2,3,4,,,,1,0,10
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,율전중학교,,공립,,N,,6,6,6,,,,1,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,율현중학교,,공립,,N,,10,10,9,,,,0,0,29
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,이목중학교,,공립,,N,,10,9,9,,,,1,0,29
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,천천중학교,,공립,,N,,12,11,10,,,,0,0,33
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,청명중학교,,공립,,N,,6,6,6,,,,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,태장중학교,,공립,,N,,6,6,5,,,,1,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,호매실중학교,,공립,,N,,10,7,6,,,,1,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,화홍중학교,,공립,,N,,9,8,8,,,,0,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,수원가온초등학교,,공립,,N,,8,9,9,8,7,6,1,0,48
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,다솔초등학교,,공립,,N,,9,9,9,10,10,9,1,0,57
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,광교호수초등학교,,공립,,N,,8,7,6,6,5,5,1,0,38
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,망포초등학교,,공립,,N,,13,13,9,8,7,6,1,0,57
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,광교초등학교,,공립,,N,,8,9,8,7,6,7,1,0,46
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,이의초등학교,,공립,,N,,7,8,7,8,5,6,2,0,43
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,수원중촌초등학교,,공립,,N,,6,5,5,6,5,4,2,0,33
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,수원금호초등학교,,공립,,N,,12,14,10,7,6,7,1,0,57
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,능실초등학교,,공립,,N,,9,9,9,9,7,6,2,0,51
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,고색중학교,,공립,,N,,5,4,5,,,,2,2,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,곡선중학교,,공립,,N,,6,6,4,,,,1,1,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,구운중학교,,공립,,N,,6,6,6,,,,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,권선중학교,,공립,,N,,2,3,4,,,,2,0,11
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,남수원중학교,,공립,,N,,10,10,9,,,,1,0,30
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,대평중학교,,공립,,N,,14,12,13,,,,0,0,39
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,동성중학교,,공립,,N,,7,8,8,,,,0,0,23
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,동수원중학교,,공립,,N,,6,7,4,,,,0,0,17
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,매원중학교,,공립,,N,,7,6,8,,,,1,0,22
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,매향중학교,,사립,,N,,4,4,4,,,,0,0,12
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,매현중학교,,공립,,N,,7,6,5,,,,2,0,20
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,명인중학교,,공립,,N,,8,8,8,,,,1,1,26
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,송원중학교,,공립,,N,,3,3,2,,,,0,0,8
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,산남중학교,,공립,,N,,10,9,9,,,,2,1,31
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,삼일중학교,,사립,,N,,5,5,4,,,,0,0,14
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,창용중학교,,공립,,N,,2,1,1,,,,1,0,5
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수성중학교,,공립,,N,,7,7,7,,,,0,0,21
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수원북중학교,,공립,,N,,4,3,3,,,,2,0,12
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,수원제일중학교,,공립,,N,,3,2,3,,,,2,0,10
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,수원중학교,,사립,,N,,7,7,7,,,,0,0,21
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수일여자중학교,,공립,,N,,6,6,6,,,,0,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,수일중학교,,공립,,N,,3,4,3,,,,0,0,10
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,숙지중학교,,공립,,N,,7,5,5,,,,2,0,19
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,연무중학교,,공립,,N,,11,11,9,,,,1,0,32
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,매탄중학교,,공립,,N,,8,8,8,,,,1,0,25
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,수원원일중학교,,공립,,N,,4,4,5,,,,0,0,13
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,광교중학교,,공립,,N,,7,5,5,,,,1,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,이의중학교,,공립,,N,,9,6,6,,,,1,0,22
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,경기체육중학교,,공립,,N,,1,1,1,,,,0,0,3
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,수원다산중학교,,공립,,N,,11,11,10,,,,1,0,33
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,능실중학교,,공립,,N,,6,6,5,,,,1,0,18
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,서호중학교,,공립,,N,,4,4,3,,,,2,0,13
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,상촌중학교,,공립,,N,,11,10,10,,,,0,0,31
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,잠원중학교,,공립,,N,,11,8,7,,,,1,0,27
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,중앙기독중학교,,사립,,N,,3,3,3,,,,1,0,10
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,곡반중학교,,공립,,N,,4,3,3,,,,0,0,10
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,망포중학교,,공립,,N,,11,10,10,,,,1,0,32
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,정천중학교,,공립,,N,,8,7,7,,,,2,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,칠보중학교,,공립,,N,,8,7,6,,,,2,0,23
2020,수원시,경기도수원교육지원청,경기도 수원시 영통구,영동중학교,,공립,,N,,4,3,3,,,,0,0,10
2020,수원시,경기도수원교육지원청,경기도 수원시 장안구,조원중학교,,공립,,N,,7,8,7,,,,2,0,24
2020,수원시,경기도수원교육지원청,경기도 수원시 권선구,세류중학교,,공립,,N,,6,4,4,,,,2,0,16
2020,수원시,경기도교육청,경기도 수원시 권선구,권선고등학교,,공립,,N,,13,13,13,,,,3,0,42
2020,수원시,경기도수원교육지원청,경기도 수원시 팔달구,수원제일중학교부설방송통신중학교,,공립,,N,,3,3,3,,,,0,0,9
2020,수원시,경기도교육청,경기도 수원시 장안구,경기과학고등학교,,공립,,N,,8,8,8,,,,0,0,24
2020,수원시,경기도교육청,경기도 수원시 권선구,경기대명고등학교,,공립,,N,,2,2,2,,,,0,0,6
2020,수원시,경기도교육청,경기도 수원시 장안구,경기체육고등학교,,공립,,N,,3,3,3,,,,0,0,9
2020,수원시,경기도교육청,경기도 수원시 영통구,매탄고등학교,,공립,,N,,12,12,12,,,,3,2,41
2020,수원시,경기도교육청,경기도 수원시 장안구,영생고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 권선구,영신여자고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 팔달구,유신고등학교,,사립,,N,,13,13,13,,,,0,0,39
2020,수원시,경기도교육청,경기도 수원시 장안구,장안고등학교,,공립,,N,,10,10,10,,,,2,0,32
2020,수원시,경기도교육청,경기도 수원시 팔달구,창현고등학교,,사립,,N,,14,14,14,,,,0,0,42
2020,수원시,경기도교육청,경기도 수원시 영통구,청명고등학교,,공립,,N,,13,13,13,,,,2,0,41
2020,수원시,경기도교육청,경기도 수원시 권선구,한봄고등학교,,사립,,N,,10,10,10,,,,0,0,30
2020,수원시,경기도교육청,경기도 수원시 장안구,수일고등학교,,공립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 팔달구,숙지고등학교,,공립,,N,,12,12,12,,,,2,1,39
2020,수원시,경기도교육청,경기도 수원시 영통구,영덕고등학교,,공립,,N,,13,13,13,,,,0,0,39
2020,수원시,경기도교육청,경기도 수원시 팔달구,영복여자고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 장안구,수성고등학교,,공립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 팔달구,수원고등학교,,사립,,N,,13,13,13,,,,0,0,39
2020,수원시,경기도교육청,경기도 수원시 팔달구,수원공업고등학교,,사립,,N,,15,15,15,,,,0,0,45
2020,수원시,경기도교육청,경기도 수원시 장안구,수원농생명과학고등학교,,공립,,N,,10,10,10,,,,3,0,33
2020,수원시,경기도교육청,경기도 수원시 팔달구,수원여자고등학교,,공립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 영통구,수원정보과학고등학교,,공립,,N,,9,9,9,,,,3,0,30
2020,수원시,경기도교육청,경기도 수원시 팔달구,삼일공업고등학교,,사립,,N,,14,14,14,,,,0,0,42
2020,수원시,경기도교육청,경기도 수원시 팔달구,삼일상업고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 장안구,수성고등학교부설방송통신고등학교,,공립,,N,,5,5,5,,,,0,0,15
2020,수원시,경기도교육청,경기도 수원시 팔달구,수원여자고등학교부설방송통신고등학교,,공립,,N,,4,4,4,,,,0,0,12
2020,수원시,경기도교육청,경기도 수원시 영통구,광교고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,수원시,경기도교육청,경기도 수원시 팔달구,율천고등학교,,공립,,N,,6,6,6,,,,1,0,19
2020,수원시,경기도교육청,경기도 수원시 권선구,호매실고등학교,,공립,,N,,8,8,8,,,,2,0,26
2020,수원시,경기도교육청,경기도 수원시 권선구,수원칠보고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,수원시,경기도교육청,경기도 수원시 권선구,곡정고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,수원시,경기도교육청,경기도 수원시 영통구,이의고등학교,,공립,,N,,12,12,12,,,,1,0,37
2020,수원시,경기도교육청,경기도 수원시 장안구,대평고등학교,,공립,,N,,11,11,11,,,,1,0,34
2020,수원시,경기도교육청,경기도 수원시 장안구,동우여자고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 장안구,동원고등학교,,사립,,N,,13,13,13,,,,0,0,39
2020,수원시,경기도교육청,경기도 수원시 팔달구,매향여자정보고등학교,,사립,,N,,12,12,12,,,,0,0,36
2020,수원시,경기도교육청,경기도 수원시 영통구,수원외국어고등학교,,공립,,N,,8,8,8,,,,0,0,24
2020,수원시,경기도교육청,경기도 수원시 영통구,망포고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,수원시,경기도교육청,경기도 수원시 영통구,매원고등학교,,공립,,N,,11,11,11,,,,2,1,36
2020,수원시,경기도교육청,경기도 수원시 권선구,고색고등학교,,공립,,N,,10,10,10,,,,1,0,31
2020,수원시,경기도교육청,경기도 수원시 영통구,태장고등학교,,공립,,N,,13,13,13,,,,2,0,41
2020,수원시,경기도교육청,경기도 수원시 영통구,수원하이텍고등학교,,공립,,N,,8,8,8,,,,0,0,24
2020,수원시,경기도교육청,경기도 수원시 권선구,화홍고등학교,,공립,,N,,13,13,13,,,,0,0,39
2020,수원시,경기도교육청,경기도 수원시 영통구,효원고등학교,,공립,,N,,13,13,13,,,,0,0,39
2020,수원시,경기도교육청,경기도 수원시 장안구,천천고등학교,,공립,,N,,10,10,10,,,,1,1,32
2020,수원시,경기도교육청,경기도 수원시 장안구,조원고등학교,,공립,,N,,10,10,10,,,,3,0,33
2020,시흥시,경기도시흥교육지원청,경기도 시흥시,논곡중학교,,공립,,N,,3,2,3,,,,1,0,9
